income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
56742,18,0.2,624,car,0
81290,5,0.7,670,education,0
34778,11,0.14,600,home,0
44578,23,0.22,648,personal,0
56246,12,0.18,664,personal,0
49191,7,0.76,527,education,1
35265,15,0.14,602,business,0
66827,1,0.63,760,home,0
84800,21,0.14,592,business,0
52941,6,0.73,713,personal,0
36438,11,0.83,672,car,1
26765,6,0.49,685,business,0
53869,18,0.74,694,car,0
66558,13,0.67,651,education,0
57127,29,0.74,610,personal,1
49963,8,0.71,597,car,1
41160,17,0.26,626,home,0
33617,10,0.5,737,personal,0
62521,15,0.87,555,education,1
63706,18,0.37,628,home,0
26814,10,0.88,543,personal,1
73847,17,0.57,609,business,0
58611,10,0.47,641,personal,0
70993,24,0.63,747,home,0
29868,3,0.75,755,car,0
29512,17,0.42,524,car,0
47765,18,0.13,544,personal,0
57541,12,0.67,638,personal,1
76945,3,0.86,703,education,1
60591,29,0.6,537,business,1
46359,9,0.25,624,education,0
34604,28,0.3,722,education,0
68450,21,0.83,730,car,0
35529,4,0.11,628,car,0
74427,2,0.54,509,home,1
45734,15,0.23,723,education,0
73858,25,0.33,585,home,0
60183,7,0.35,687,personal,0
47945,23,0.28,587,home,0
42209,6,0.73,657,car,1
44886,18,0.37,671,education,0
56424,13,0.38,739,car,0
51157,14,0.46,551,personal,0
41092,16,0.82,588,business,1
47515,20,0.65,762,education,0
51178,0,0.15,666,car,0
18068,5,0.13,589,business,0
56872,26,0.55,700,personal,0
35304,22,0.81,580,business,1
32700,14,0.36,663,car,0
24689,11,0.3,602,car,0
23091,20,0.7,737,personal,0
29668,19,0.58,590,personal,1
39364,1,0.55,464,business,1
79298,4,0.22,618,business,0
42111,8,0.24,603,car,0
52666,19,0.33,632,personal,0
56007,13,0.27,688,home,0
51965,17,0.88,567,personal,1
48838,28,0.11,595,education,0
32070,21,0.6,649,education,0
71763,7,0.51,603,personal,0
77107,1,0.36,654,business,0
24760,8,0.81,687,education,1
34639,6,0.64,650,car,0
45802,29,0.9,727,car,1
35531,28,0.23,583,car,0
57589,17,0.17,609,personal,0
39075,26,0.21,754,education,0
82475,15,0.32,598,business,0
67858,20,0.43,821,car,0
53188,4,0.79,717,business,0
65404,22,0.33,592,car,0
66588,28,0.83,690,personal,1
41540,14,0.47,670,car,0
37756,4,0.62,548,personal,1
51172,10,0.31,758,education,0
62924,29,0.22,707,education,0
52085,21,0.8,753,business,0
26345,13,0.19,723,car,0
37957,24,0.72,674,education,0
48890,18,0.56,725,home,0
48865,2,0.79,556,home,1
79588,23,0.67,788,business,0
29210,9,0.33,702,education,0
57583,27,0.56,513,personal,1
72336,5,0.11,545,home,0
84071,27,0.48,670,education,0
43934,25,0.17,587,personal,0
57371,2,0.44,686,car,0
58546,1,0.19,581,education,0
52932,12,0.86,560,car,1
48517,17,0.52,612,home,0
56539,1,0.83,850,car,0
12016,14,0.12,573,home,0
60231,4,0.61,737,business,0
51892,14,0.35,596,business,0
46662,27,0.45,643,home,0
80702,20,0.8,658,personal,1
39875,16,0.88,645,business,1
43953,1,0.3,653,personal,0
79873,17,0.86,673,personal,1
37519,14,0.65,545,personal,1
41748,19,0.86,640,education,1
47794,22,0.55,646,education,0
62611,2,0.87,688,personal,1
53117,4,0.81,630,home,1
30610,10,0.2,686,business,0
42017,8,0.35,604,car,0
40889,4,0.29,611,education,0
48841,24,0.56,671,education,0
56387,0,0.74,577,car,1
56273,24,0.71,610,personal,1
23359,13,0.68,615,car,1
65959,4,0.4,619,personal,0
53788,7,0.21,654,education,0
70767,20,0.27,587,car,0
56662,13,0.69,693,home,0
66519,27,0.22,630,business,0
56998,15,0.28,678,business,0
70193,5,0.44,564,business,0
57833,7,0.16,449,car,0
48531,1,0.27,716,personal,0
84086,18,0.22,664,education,0
63335,26,0.86,688,business,1
58606,8,0.25,742,car,0
30855,4,0.79,584,business,1
30675,4,0.19,523,personal,0
54390,24,0.8,718,home,0
52182,25,0.58,695,home,0
40788,18,0.78,727,education,0
52114,29,0.79,766,home,0
73829,3,0.58,567,home,1
60431,15,0.83,715,car,1
32884,15,0.57,632,car,0
48327,15,0.67,717,education,0
37925,6,0.43,778,education,0
44184,17,0.83,651,car,1
43795,23,0.76,597,home,1
42835,20,0.23,555,personal,0
31172,0,0.56,492,home,1
48085,2,0.82,751,home,0
41590,24,0.73,756,personal,0
10000,20,0.87,720,education,1
80794,7,0.29,628,car,0
66331,0,0.39,705,education,0
44355,29,0.51,671,education,0
50282,6,0.29,568,education,0
32425,6,0.42,730,car,0
75435,7,0.53,685,education,0
78459,18,0.25,701,education,0
52350,16,0.31,672,business,0
65352,10,0.2,659,home,0
52629,14,0.67,674,business,0
29949,8,0.39,630,car,0
43822,16,0.28,692,personal,0
51978,10,0.51,786,personal,0
43181,5,0.15,682,business,0
46720,8,0.84,728,business,1
48629,29,0.34,567,business,0
48786,17,0.81,706,home,1
50783,19,0.5,685,car,0
34090,1,0.78,725,education,1
39244,3,0.3,620,business,0
30731,17,0.24,718,home,0
64667,27,0.78,599,personal,1
18415,0,0.27,729,personal,0
67303,10,0.7,734,personal,0
70795,2,0.38,572,business,0
45467,7,0.7,675,personal,0
10952,4,0.83,634,personal,1
44580,19,0.89,684,personal,1
49037,20,0.39,652,education,0
34841,21,0.39,634,personal,0
42271,21,0.89,609,home,1
72952,4,0.79,750,business,0
59973,27,0.14,598,education,0
36131,10,0.56,611,education,0
26036,11,0.24,562,business,0
45094,21,0.9,709,personal,1
46798,8,0.21,722,personal,0
57442,20,0.55,677,car,0
41970,12,0.63,596,personal,1
57672,21,0.85,530,home,1
79027,19,0.78,689,personal,1
62232,28,0.3,712,business,0
49278,2,0.56,614,personal,0
47252,12,0.86,655,business,1
44649,27,0.69,539,education,1
67709,21,0.65,594,car,1
40590,10,0.7,677,education,0
50678,10,0.36,642,business,0
50767,20,0.68,663,car,0
42473,19,0.29,729,education,0
29413,20,0.44,563,personal,0
54844,6,0.81,664,personal,1
49084,16,0.12,602,car,0
57503,15,0.43,637,education,0
41995,13,0.31,670,home,0
68312,0,0.26,561,home,0
36848,10,0.77,604,home,1
75680,12,0.66,621,education,1
23785,0,0.19,677,education,0
56521,1,0.5,727,education,0
57131,8,0.47,532,business,1
38066,12,0.21,603,home,0
56365,4,0.74,639,home,1
69192,29,0.39,639,home,0
16747,8,0.71,679,business,0
57541,12,0.25,563,business,0
12600,4,0.35,635,education,0
35515,14,0.18,621,home,0
74437,29,0.21,700,home,0
41273,6,0.81,655,personal,1
32391,13,0.19,618,personal,0
47030,29,0.18,735,personal,0
81018,15,0.85,612,business,1
22524,5,0.62,594,education,1
34230,1,0.18,691,car,0
72461,15,0.88,616,home,1
77865,18,0.22,654,personal,0
48448,4,0.71,771,home,0
31414,3,0.13,615,home,0
81437,13,0.6,582,home,1
73916,26,0.54,634,education,0
60184,5,0.27,628,home,0
37813,7,0.61,703,education,0
49264,23,0.59,554,car,1
47594,2,0.74,838,car,0
54962,3,0.8,599,business,1
71765,0,0.51,686,home,0
63191,1,0.49,715,personal,0
33839,12,0.6,663,business,0
70647,8,0.68,693,business,0
54696,11,0.38,654,car,0
60305,9,0.5,694,personal,0
71998,9,0.57,620,home,0
33326,17,0.89,604,home,1
49462,11,0.57,525,car,1
42028,21,0.28,680,education,0
26482,29,0.57,625,car,0
55200,15,0.76,676,personal,1
87673,22,0.79,627,education,1
22398,5,0.74,736,personal,0
49515,23,0.81,638,home,1
59608,24,0.37,606,education,0
51846,23,0.51,622,personal,0
48303,20,0.72,685,home,0
30511,23,0.31,850,personal,0
53491,9,0.4,746,education,0
38648,14,0.76,565,home,1
17151,25,0.72,666,personal,1
67918,8,0.88,595,business,1
64375,29,0.9,622,education,1
50774,23,0.29,628,education,0
53436,1,0.82,643,education,1
66114,17,0.18,711,home,0
53365,11,0.67,631,education,1
63560,2,0.28,661,personal,0
45537,6,0.34,649,business,0
69679,8,0.86,601,personal,1
54811,7,0.31,612,personal,0
52910,24,0.64,607,education,1
30949,5,0.24,696,business,0
54304,0,0.17,623,business,0
37520,13,0.37,773,business,0
40425,15,0.6,595,business,1
37769,27,0.3,595,car,0
34006,15,0.34,575,business,0
81871,3,0.67,642,education,1
69970,28,0.18,612,business,0
78805,5,0.46,625,personal,0
31656,14,0.85,721,car,1
51068,27,0.42,638,personal,0
30597,21,0.45,623,education,0
39564,7,0.69,670,education,0
36228,0,0.72,663,business,1
68593,12,0.72,702,education,0
44056,26,0.9,708,car,1
66025,17,0.16,681,personal,0
59061,17,0.89,715,education,1
84554,12,0.86,602,education,1
27808,21,0.78,641,car,1
68888,29,0.46,658,home,0
67196,13,0.8,656,home,1
35399,10,0.28,850,car,0
65107,6,0.73,726,education,0
55042,17,0.25,724,car,0
46587,20,0.75,629,car,1
37640,21,0.59,645,home,0
39213,3,0.18,703,business,0
80747,16,0.82,755,education,0
50010,18,0.56,590,personal,0
61731,13,0.62,616,car,1
38136,9,0.33,636,home,0
38302,24,0.8,668,business,1
66229,28,0.54,704,education,0
29756,5,0.44,700,car,0
43771,17,0.53,681,home,0
50510,24,0.66,596,car,1
51670,3,0.66,638,personal,1
47313,10,0.39,556,education,0
55937,12,0.41,718,education,0
60392,7,0.55,652,education,0
61019,9,0.84,568,education,1
35212,22,0.7,814,home,0
45737,27,0.41,471,personal,1
67921,10,0.37,645,car,0
63419,2,0.52,742,home,0
29407,14,0.8,616,business,1
55272,7,0.11,661,education,0
20326,19,0.67,683,education,0
50704,17,0.34,489,car,0
78466,26,0.27,573,education,0
35781,20,0.11,645,education,0
37485,0,0.82,644,car,1
61460,28,0.83,555,personal,1
26857,23,0.15,648,home,0
40508,29,0.52,687,personal,0
58946,7,0.22,740,car,0
40485,2,0.71,664,education,0
46460,0,0.63,586,education,1
61162,19,0.34,690,personal,0
56323,24,0.19,698,business,0
54002,15,0.76,638,home,1
44913,8,0.64,623,education,1
55550,16,0.11,617,car,0
48144,26,0.6,693,personal,0
56867,15,0.75,640,home,1
42546,22,0.57,673,business,0
47261,5,0.44,597,education,0
35150,29,0.57,655,personal,0
49474,22,0.6,572,education,1
37834,6,0.61,609,personal,1
33289,23,0.87,653,business,1
53879,15,0.24,597,car,0
53191,7,0.6,622,car,0
61743,9,0.25,703,home,0
43533,13,0.27,629,education,0
56120,10,0.64,624,education,1
58261,1,0.83,587,education,1
56671,11,0.23,613,car,0
37615,27,0.87,649,home,1
52240,27,0.36,694,car,0
55462,19,0.41,542,personal,0
50107,19,0.22,706,education,0
18702,12,0.59,623,personal,0
52407,14,0.58,643,business,0
83187,26,0.45,699,personal,0
44599,25,0.48,805,personal,0
39078,11,0.6,688,personal,0
55600,12,0.57,615,car,0
54685,7,0.4,662,personal,0
67891,15,0.81,679,education,1
31131,29,0.63,551,home,1
60970,28,0.26,574,business,0
58856,28,0.36,678,education,0
47867,2,0.73,687,home,0
55080,27,0.18,676,education,0
65441,28,0.7,695,personal,0
63084,12,0.39,624,business,0
32854,11,0.54,725,education,0
62302,18,0.32,777,business,0
49029,28,0.89,604,car,1
51093,1,0.82,561,car,1
51097,0,0.84,644,personal,1
47746,7,0.25,711,personal,0
67875,29,0.77,696,car,0
48744,8,0.53,660,education,0
33206,24,0.67,488,home,1
44097,26,0.27,601,home,0
52680,7,0.67,727,car,0
68438,20,0.83,527,home,1
59046,16,0.31,651,education,0
37241,8,0.29,609,home,0
87277,5,0.18,695,home,0
53971,27,0.31,533,car,0
69130,14,0.53,628,business,0
47724,22,0.77,660,business,1
58000,23,0.32,625,education,0
62592,12,0.6,692,business,0
68272,20,0.48,542,personal,1
65860,21,0.33,571,car,0
63082,11,0.51,627,business,0
45273,12,0.23,673,home,0
41423,6,0.61,685,business,0
54989,22,0.19,662,car,0
63996,17,0.68,585,home,1
46659,13,0.24,608,home,0
65977,10,0.9,727,car,1
71789,27,0.76,791,education,0
36255,13,0.38,692,education,0
37446,16,0.44,674,car,0
47894,23,0.31,569,car,0
54614,20,0.71,663,car,1
42131,25,0.4,532,home,0
70283,1,0.7,741,home,1
56361,18,0.11,689,car,0
50591,15,0.21,645,home,0
28461,21,0.39,568,personal,0
30262,9,0.19,662,car,0
54215,21,0.58,544,home,1
18011,7,0.14,627,education,0
65189,20,0.79,679,car,1
47627,4,0.71,600,car,1
98646,6,0.27,647,car,0
84618,25,0.49,813,business,0
47278,12,0.46,524,car,1
48404,15,0.68,595,education,1
64933,29,0.42,631,home,0
75547,4,0.13,612,car,0
25429,15,0.32,681,personal,0
23204,14,0.47,687,home,0
40669,8,0.88,653,education,1
58741,21,0.8,659,business,1
57453,22,0.25,524,education,0
66046,11,0.68,683,business,0
32004,7,0.85,663,home,1
15257,12,0.11,601,business,0
62870,4,0.68,763,home,0
37577,13,0.47,644,education,0
19722,15,0.64,665,education,0
52175,10,0.58,647,business,0
61897,19,0.89,534,personal,1
48169,11,0.33,579,education,0
43132,14,0.73,630,business,1
47609,23,0.29,718,car,0
44441,11,0.45,617,home,0
29779,25,0.88,664,car,1
39279,8,0.71,681,car,0
57819,0,0.35,594,car,0
54825,2,0.6,584,business,1
52520,11,0.14,602,education,0
35072,19,0.31,598,car,0
47277,12,0.67,573,business,1
17344,22,0.56,710,education,0
52677,5,0.48,690,home,0
71432,9,0.65,574,education,1
27888,9,0.42,661,education,0
41211,15,0.12,627,car,0
54936,26,0.45,641,business,0
68792,0,0.82,652,personal,1
43276,15,0.79,546,home,1
39616,3,0.43,510,business,1
20466,5,0.12,651,car,0
51551,18,0.61,622,business,0
80631,1,0.69,634,personal,1
54160,17,0.34,604,home,0
49665,9,0.48,649,education,0
54831,27,0.89,532,home,1
49833,27,0.56,651,personal,0
37804,3,0.38,470,home,1
62349,28,0.6,598,home,1
53386,0,0.24,615,car,0
50264,14,0.26,520,education,0
35369,9,0.84,738,personal,0
69552,17,0.29,643,car,0
59970,15,0.35,596,home,0
41706,12,0.54,781,home,0
65027,25,0.82,665,business,1
42536,14,0.73,674,car,0
38269,1,0.14,633,personal,0
38604,19,0.65,610,personal,1
23433,3,0.5,663,personal,0
57073,0,0.48,450,personal,1
22532,6,0.65,517,home,1
31573,22,0.26,543,home,0
18866,25,0.89,481,car,1
48708,10,0.62,681,education,0
47745,25,0.39,594,personal,0
45099,9,0.58,729,home,0
34361,0,0.27,629,car,0
32416,10,0.61,582,personal,1
56965,23,0.12,633,education,0
41741,9,0.37,716,personal,0
54745,13,0.7,620,business,1
36721,13,0.75,725,personal,0
52715,6,0.3,715,business,0
69549,22,0.53,598,education,0
58792,10,0.52,604,business,0
43813,21,0.44,600,education,0
53857,27,0.28,553,car,0
46390,3,0.66,534,business,1
50118,26,0.3,603,personal,0
45115,23,0.83,467,personal,1
47534,1,0.52,558,car,1
53181,6,0.8,671,home,1
35099,18,0.33,539,education,0
34761,13,0.75,726,home,0
29171,18,0.19,678,home,0
25995,29,0.71,766,car,0
31740,6,0.41,781,car,0
52391,11,0.48,688,business,0
36608,2,0.23,594,business,0
57704,14,0.11,520,business,0
50520,4,0.63,533,business,1
20472,7,0.57,773,business,0
59824,13,0.6,531,personal,1
62161,28,0.3,620,car,0
35092,3,0.29,720,education,0
56302,6,0.76,574,education,1
37152,6,0.71,728,education,0
51465,17,0.37,631,education,0
31032,13,0.61,651,education,0
23103,7,0.76,615,personal,1
44257,25,0.81,571,car,1
48144,11,0.1,684,business,0
44034,9,0.75,676,business,1
32239,13,0.38,687,business,0
44001,8,0.67,707,car,0
54039,5,0.4,606,car,0
49326,29,0.58,676,personal,0
52737,4,0.62,699,personal,0
39948,0,0.42,665,business,0
67575,0,0.51,607,car,1
32357,24,0.68,661,business,0
57313,29,0.48,497,personal,1
67728,19,0.11,663,business,0
57213,16,0.11,558,personal,0
46962,10,0.63,638,home,0
42075,25,0.78,607,education,1
65541,11,0.73,640,home,1
28655,2,0.35,528,business,0
35448,5,0.48,686,business,0
44036,29,0.29,700,car,0
68564,10,0.89,568,education,1
55696,28,0.31,541,personal,0
35479,12,0.43,573,business,0
45345,10,0.64,688,personal,0
40785,7,0.8,632,personal,1
39353,28,0.14,622,personal,0
64683,9,0.34,626,home,0
29423,1,0.56,589,personal,1
74131,23,0.59,660,car,0
62423,13,0.16,742,home,0
66362,28,0.63,574,home,1
43055,15,0.52,680,business,0
47750,16,0.76,633,education,1
28502,10,0.28,632,education,0
42130,1,0.26,733,business,0
57404,23,0.73,706,education,0
69440,22,0.66,637,personal,1
33392,4,0.73,701,car,0
44517,28,0.73,516,personal,1
47730,15,0.18,483,education,0
29063,15,0.32,587,education,0
58870,25,0.31,566,car,0
39140,1,0.85,619,home,1
47069,15,0.49,716,home,0
43220,24,0.19,622,car,0
38159,4,0.33,702,home,0
49894,7,0.8,701,education,1
46765,28,0.78,514,home,1
44422,19,0.82,687,education,1
39073,13,0.41,719,business,0
54792,24,0.61,724,personal,0
74804,9,0.32,631,home,0
52098,22,0.24,644,business,0
64941,1,0.12,649,home,0
29146,2,0.28,634,business,0
52366,29,0.58,567,car,1
33539,17,0.82,583,business,1
27846,20,0.21,683,education,0
38909,1,0.83,630,car,1
67878,20,0.38,647,car,0
64250,28,0.44,717,education,0
53645,8,0.39,646,home,0
27009,1,0.43,560,car,1
47055,24,0.31,795,home,0
54525,6,0.66,620,personal,1
52633,6,0.71,615,business,1
22343,13,0.76,660,business,1
36645,4,0.37,631,education,0
49038,7,0.71,636,education,1
58044,22,0.61,601,business,1
17058,21,0.87,708,personal,1
47568,17,0.44,719,education,0
52145,5,0.89,768,personal,0
62744,13,0.69,778,education,0
60392,17,0.72,502,car,1
58738,16,0.12,683,home,0
38000,8,0.5,558,business,1
21379,12,0.52,731,home,0
44104,15,0.13,663,business,0
65024,20,0.35,589,education,0
70901,9,0.86,561,home,1
60658,9,0.44,595,personal,0
56440,3,0.25,584,education,0
55694,11,0.51,734,car,0
41658,26,0.13,646,home,0
48049,7,0.51,571,home,0
75036,14,0.58,670,car,0
35861,20,0.39,669,business,0
74221,29,0.71,632,education,1
45169,22,0.21,728,car,0
69881,18,0.8,682,personal,1
28897,14,0.86,677,education,1
58788,7,0.1,514,car,0
38948,7,0.77,619,car,1
28770,18,0.5,689,home,0
53278,8,0.47,669,home,0
65142,29,0.29,649,home,0
37325,23,0.46,692,education,0
27514,16,0.86,675,business,1
48622,7,0.27,700,education,0
48688,11,0.24,671,home,0
58224,26,0.29,697,home,0
64243,14,0.54,694,education,0
49108,3,0.84,644,car,1
77832,5,0.56,647,car,0
53363,29,0.29,655,home,0
44803,28,0.45,562,home,0
25826,15,0.41,541,business,0
46060,25,0.14,685,car,0
44954,24,0.51,689,business,0
64404,4,0.2,648,home,0
56937,22,0.77,674,home,1
32309,12,0.54,695,business,0
52583,14,0.78,680,business,1
60072,16,0.86,689,home,1
72920,24,0.85,559,personal,1
63312,29,0.18,765,home,0
61412,21,0.86,672,car,1
50901,26,0.74,715,home,0
55824,19,0.72,690,education,0
68742,21,0.17,577,home,0
30008,4,0.24,601,personal,0
44758,18,0.88,613,car,1
38411,6,0.27,730,home,0
55687,2,0.24,582,business,0
68453,12,0.39,562,car,0
41045,13,0.83,680,car,1
14145,15,0.48,772,personal,0
43816,12,0.84,591,business,1
63702,1,0.37,750,education,0
58064,13,0.28,702,home,0
56422,19,0.5,620,education,0
45800,6,0.59,557,business,1
30814,4,0.41,626,car,0
57729,13,0.38,594,personal,0
37485,8,0.27,734,personal,0
82761,9,0.32,647,car,0
58557,6,0.64,683,personal,0
41290,27,0.4,684,education,0
40829,13,0.16,605,car,0
48605,24,0.21,655,home,0
46407,13,0.4,720,home,0
66752,24,0.84,644,business,1
52796,27,0.4,631,car,0
39025,1,0.15,698,education,0
78356,16,0.43,558,car,0
50739,26,0.64,495,car,1
61532,19,0.57,670,education,0
40876,3,0.32,721,personal,0
55446,12,0.65,776,education,0
54666,17,0.6,663,car,0
21655,2,0.24,707,car,0
80229,18,0.23,742,car,0
69359,4,0.54,652,car,0
44042,0,0.63,605,business,1
33465,8,0.87,597,personal,1
55213,23,0.44,629,car,0
51300,7,0.71,751,business,0
55335,2,0.19,715,car,0
52873,1,0.81,634,personal,1
57593,0,0.61,737,personal,0
71709,11,0.6,681,education,0
58521,21,0.21,634,business,0
34255,12,0.13,662,personal,0
70438,9,0.66,678,home,0
74609,16,0.19,659,car,0
97280,29,0.2,771,personal,0
33147,10,0.25,639,business,0
53643,4,0.18,553,business,0
18768,24,0.6,671,business,0
58297,26,0.44,629,education,0
41776,8,0.31,556,car,0
78851,12,0.45,696,home,0
38380,27,0.78,397,business,1
24662,19,0.84,670,car,1
42931,22,0.49,484,business,1
20367,29,0.55,650,business,0
61266,10,0.31,688,home,0
19023,22,0.51,701,car,0
50426,3,0.7,706,business,0
18832,20,0.49,576,education,0
45195,10,0.34,663,business,0
74650,8,0.57,600,car,0
55409,6,0.86,596,personal,1
37047,15,0.81,642,business,1
49531,22,0.72,620,education,1
50270,25,0.32,577,education,0
57089,22,0.29,672,business,0
29497,24,0.77,688,car,1
58888,4,0.25,589,business,0
10000,5,0.58,637,education,0
